"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"581","kiduku","kipeta","sumbawanga.dc","sumbawanga","kiduku-kipeta-sumbawanga","kipeta-sumbawanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.267766336130181,0,NA,0.267766336130181,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"582","kidulya","kidinda","bariadi.tc","bariadi","kidulya-kidinda-bariadi","kidinda-bariadi","kidaru","iramba.dc","singida","iramba","kidaru-iramba-singida","kidaru-iramba",0.238683879348841,0.254700854700855,NA,0.493384734049696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","kidulya","kidulya","bariadi.dc","bariadi","kidulya-kidulya-bariadi","kidulya-bariadi","kilalo","bariadi.dc","simiyu","bariadi","kilalo-bariadi-simiyu","kilalo-bariadi",0.277899565623351,0.114285714285714,NA,0.392185279909065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","kidulya","kidulya","bariadi.tc","bariadi","kidulya-kidulya-bariadi","kidulya-bariadi","kilalo","bariadi.dc","simiyu","bariadi","kilalo-bariadi-simiyu","kilalo-bariadi",0.277899565623351,0.114285714285714,NA,0.392185279909065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","kidulya","sima","bariadi.tc","bariadi","kidulya-sima-bariadi","sima-bariadi","sima","bariadi.tc","simiyu","bariadi","sima-bariadi-simiyu","sima-bariadi",0.342481203007519,0,NA,0.342481203007519,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"586","kifewe","mamba","chunya.dc","chunya","kifewe-mamba-chunya","mamba-chunya","mamba","chunya.dc","mbeya","chunya","mamba-chunya-mbeya","mamba-chunya",0.364522417153996,0,NA,0.364522417153996,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"587","kifinga","mtowisa","sumbawanga.dc","sumbawanga","kifinga-mtowisa-sumbawanga","mtowisa-sumbawanga","mtowisa","sumbawanga.dc","rukwa","sumbawanga","mtowisa-sumbawanga-rukwa","mtowisa-sumbawanga",0.290811965811966,0,NA,0.290811965811966,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"588","kifuruto","idodi","iringa.dc","iringa","kifuruto-idodi-iringa","idodi-iringa","idodi","iringa.dc","iringa","iringa","idodi-iringa-iringa","idodi-iringa",0.29874686716792,0,NA,0.29874686716792,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"589","kiguluka","chipanga","bahi.dc","bahi","kiguluka-chipanga-bahi","chipanga-bahi","chipanga","bahi.dc","dodoma","bahi","chipanga-bahi-dodoma","chipanga-bahi",0.344949494949495,0,NA,0.344949494949495,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"590","kigwe","kigwe","bahi.dc","bahi","kigwe-kigwe-bahi","kigwe-bahi","kigwe","bahi.dc","dodoma","bahi","kigwe-bahi-dodoma","kigwe-bahi",0.297571301247772,0,NA,0.297571301247772,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"591","kihwele","itunundu","iringa.dc","iringa","kihwele-itunundu-iringa","itunundu-iringa","itunundu","iringa.dc","iringa","iringa","itunundu-iringa-iringa","itunundu-iringa",0.290165077888863,0,NA,0.290165077888863,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"592","kijereshi","lutubiga","busega.dc","busega","kijereshi-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.274577352472089,0,NA,0.274577352472089,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"593","kijereshi","mkula","busega.dc","busega","kijereshi-mkula-busega","mkula-busega","mkula","busega.dc","simiyu","busega","mkula-busega-simiyu","mkula-busega",0.342902711323764,0,NA,0.342902711323764,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"594","kiji","igangwe","chunya.dc","chunya","kiji-igangwe-chunya","igangwe-chunya","matwiga","chunya.dc","mbeya","chunya","matwiga-chunya-mbeya","matwiga-chunya",0.38859649122807,0.203463203463204,NA,0.592059694691274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","kiji","igangwe","chunya.dc","chunya","kiji-igangwe-chunya","igangwe-chunya","mbugani","chunya.dc","mbeya","chunya","mbugani-chunya-mbeya","mbugani-chunya",0.38859649122807,0.203463203463204,NA,0.592059694691274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","kijiji.cha.iragua.london","iragua","ulanga.dc","ulanga","kijiji.cha.iragua.london-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.387419082465522,0,NA,0.387419082465522,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"597","kijiji.cha.iragua.mission.nyumbani","iragua","ulanga.dc","ulanga","kijiji.cha.iragua.mission.nyumbani-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.468560606060606,0,NA,0.468560606060606,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"598","kijiji.cha.kangombe","malinyi","malinyi.dc","malinyi","kijiji.cha.kangombe-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.415709617180205,0,NA,0.415709617180205,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"599","kijiji.cha.kidugalo.kipingu.nyumbani","iragua","ulanga.dc","ulanga","kijiji.cha.kidugalo.kipingu.nyumbani-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.45050505050505,0,NA,0.45050505050505,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"600","kijiji.cha.lyandu.nyumbani","uponera","ulanga.dc","ulanga","kijiji.cha.lyandu.nyumbani-uponera-ulanga","uponera-ulanga","ukonga","ilala.mc","dar.es.salaam","ilala","ukonga-ilala-dar.es.salaam","ukonga-ilala",0.373868536256213,0.253968253968254,NA,0.627836790224467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","kijiji.mziha","mziha","mvomero.dc","mvomero","kijiji.mziha-mziha-mvomero","mziha-mvomero","mtibwa","mvomero.dc","morogoro","mvomero","mtibwa-mvomero-morogoro","mtibwa-mvomero",0.439799331103679,0.122710622710623,NA,0.562509953814302,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","kijijini.chiwanga.na.mijojo","mbuga","ulanga.dc","ulanga","kijijini.chiwanga.na.mijojo-mbuga-ulanga","mbuga-ulanga","mbuga","ulanga.dc","morogoro","ulanga","mbuga-ulanga-morogoro","mbuga-ulanga",0.524603174603175,0,NA,0.524603174603175,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"603","kijilishi","mkula","busega.dc","busega","kijilishi-mkula-busega","mkula-busega","mkula","busega.dc","simiyu","busega","mkula-busega-simiyu","mkula-busega",0.289374003189793,0,NA,0.289374003189793,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"604","kijisheshi","mkula","busega.dc","busega","kijisheshi-mkula-busega","mkula-busega","mkula","busega.dc","simiyu","busega","mkula-busega-simiyu","mkula-busega",0.435476041883365,0,NA,0.435476041883365,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"605","kijombe","kijombe","wanging.ombe.dc","wanging.ombe","kijombe-kijombe-wanging.ombe","kijombe-wanging.ombe","kijombe","wanging.ombe.dc","njombe","wanging.ombe","kijombe-wanging.ombe-njombe","kijombe-wanging.ombe",0.125898792565459,0,NA,0.125898792565459,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"606","kikurukutu","namawala","mlimba.dc","mlimba","kikurukutu-namawala-mlimba","namawala-mlimba","nyamilama","kwimba.dc","mwanza","kwimba","nyamilama-kwimba-mwanza","nyamilama-kwimba",0.349399960653158,0.183867521367521,NA,0.533267482020679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","kikurukutu","namwawala","mlimba.dc","mlimba","kikurukutu-namwawala-mlimba","namwawala-mlimba","nyamilama","kwimba.dc","mwanza","kwimba","nyamilama-kwimba-mwanza","nyamilama-kwimba",0.337864292254744,0.253205128205128,NA,0.591069420459872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","kilabela","banemhi","bariadi.dc","bariadi","kilabela-banemhi-bariadi","banemhi-bariadi","mwaubinge","bariadi.dc","simiyu","bariadi","mwaubinge-bariadi-simiyu","mwaubinge-bariadi",0.357638888888889,0.140569561157797,NA,0.498208450046686,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","kilalo","kasoli","bariadi.dc","bariadi","kilalo-kasoli-bariadi","kasoli-bariadi","kasoli","bariadi.dc","simiyu","bariadi","kasoli-bariadi-simiyu","kasoli-bariadi",0.283730158730159,0,NA,0.283730158730159,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"610","kilalo","kilalo","bariadi.dc","bariadi","kilalo-kilalo-bariadi","kilalo-bariadi","kilalo","bariadi.dc","simiyu","bariadi","kilalo-bariadi-simiyu","kilalo-bariadi",0.210813492063492,0,NA,0.210813492063492,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"611","kilalo","kilalo","bariadi.cc.mc.tc","bariadi","kilalo-kilalo-bariadi","kilalo-bariadi","kilalo","bariadi.dc","simiyu","bariadi","kilalo-bariadi-simiyu","kilalo-bariadi",0.210813492063492,0,NA,0.210813492063492,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"612","kilambo","mwatenga","mbarali.dc","mbarali","kilambo-mwatenga-mbarali","mwatenga-mbarali","mwatenga","mbarali.dc","mbeya","mbarali","mwatenga-mbarali-mbeya","mwatenga-mbarali",0.244191919191919,0,NA,0.244191919191919,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"613","kilangawana","iilangawqna","sumbawanga.dc","sumbawanga","kilangawana-iilangawqna-sumbawanga","iilangawqna-sumbawanga","malangali","sumbawanga.mc","rukwa","sumbawanga","malangali-sumbawanga-rukwa","malangali-sumbawanga",0.297716988893459,0.186531986531987,NA,0.484248975425446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","kilangawana","kilangawana","sumabwanga.dc","sumabwanga","kilangawana-kilangawana-sumabwanga","kilangawana-sumabwanga","malangali","sumbawanga.mc","rukwa","sumbawanga","malangali-sumbawanga-rukwa","malangali-sumbawanga",0.262246704701948,0.205050505050505,NA,0.467297209752453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","kilida","mamba","mpimbwe.dc","mpimbwe","kilida-mamba-mpimbwe","mamba-mpimbwe","mamba","mpimbwe.dc","katavi","mpimbwe","mamba-mpimbwe-katavi","mamba-mpimbwe",0.26875,0,NA,0.26875,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"616","kilida","mfinga","mpimbwe.dc","mpimbwe","kilida-mfinga-mpimbwe","mfinga-mpimbwe","kibaoni","mpimbwe.dc","katavi","mpimbwe","kibaoni-mpimbwe-katavi","kibaoni-mpimbwe",0.316107503607504,0.251226551226551,NA,0.567334054834055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","kilolo","kibaoni","mpimbwe.dc","mpimbwe","kilolo-kibaoni-mpimbwe","kibaoni-mpimbwe","kibaoni","mpimbwe.dc","katavi","mpimbwe","kibaoni-mpimbwe-katavi","kibaoni-mpimbwe",0.26010101010101,0,NA,0.26010101010101,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"618","kilosampepo","kilosampepo","malinyi.dc","malinyi","kilosampepo-kilosampepo-malinyi","kilosampepo-malinyi","kilosa.kwa.mpepo","malinyi.dc","morogoro","malinyi","kilosa.kwa.mpepo-malinyi-morogoro","kilosa.kwa.mpepo-malinyi",0.265324209840339,0.139619883040936,NA,0.404944092881275,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"619","kilulu","bunamala","bariadi.tc","bariadi","kilulu-bunamala-bariadi","bunamala-bariadi","bunamhala","bariadi.tc","simiyu","bariadi","bunamhala-bariadi-simiyu","bunamhala-bariadi",0.321433645922137,0.0196078431372548,NA,0.341041489059392,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"620","kilulu","bunamala","bariadi.dc","bariadi","kilulu-bunamala-bariadi","bunamala-bariadi","bunamhala","bariadi.tc","simiyu","bariadi","bunamhala-bariadi-simiyu","bunamhala-bariadi",0.321433645922137,0.0196078431372548,NA,0.341041489059392,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"621","kilyabola","ngudu","nkwimba.dc","nkwimba","kilyabola-ngudu-nkwimba","ngudu-nkwimba","ngudu","kwimba.dc","mwanza","kwimba","ngudu-kwimba-mwanza","ngudu-kwimba",0.299914187643021,0.0256410256410255,NA,0.325555213284046,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"622","kilyamatundu","kilyamatundu","sumbawanga.dc","sumbawanga","kilyamatundu-kilyamatundu-sumbawanga","kilyamatundu-sumbawanga","kalambanzite","sumbawanga.dc","rukwa","sumbawanga","kalambanzite-sumbawanga-rukwa","kalambanzite-sumbawanga",0.279693486590038,0.177345537757437,NA,0.457039024347475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","kilyamatundu","kipenta","sumbawanga.dc","sumbawanga","kilyamatundu-kipenta-sumbawanga","kipenta-sumbawanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.271433023887442,0.0185185185185185,NA,0.28995154240596,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"624","kilyamatundu","kipeta","sumbawanga.dc","sumbawanga","kilyamatundu-kipeta-sumbawanga","kipeta-sumbawanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.263906142167012,0,NA,0.263906142167012,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"625","kimamba","kimamba","kilosa.dc","kilosa","kimamba-kimamba-kilosa","kimamba-kilosa","kimamba.b","kilosa.dc","morogoro","kilosa","kimamba.b-kilosa-morogoro","kimamba.b-kilosa",0.280463458110517,0.0416666666666667,NA,0.322130124777184,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"626","kimamba","mamba","chunya.dc","chunya","kimamba-mamba-chunya","mamba-chunya","mamba","chunya.dc","mbeya","chunya","mamba-chunya-mbeya","mamba-chunya",0.20787037037037,0,NA,0.20787037037037,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"627","kimamba.nyumbani","kimamba","kilosa.dc","kilosa","kimamba.nyumbani-kimamba-kilosa","kimamba-kilosa","kimamba.b","kilosa.dc","morogoro","kilosa","kimamba.b-kilosa-morogoro","kimamba.b-kilosa",0.343790322580645,0.0416666666666667,NA,0.385456989247312,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"628","kimande","itunundu","iringa.dc","iringa","kimande-itunundu-iringa","itunundu-iringa","itunundu","iringa.dc","iringa","iringa","itunundu-iringa-iringa","itunundu-iringa",0.29047723612941,0,NA,0.29047723612941,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"629","kimande.na.itunundu","itunundu","iringa.dc","iringa","kimande.na.itunundu-itunundu-iringa","itunundu-iringa","itunundu","iringa.dc","iringa","iringa","itunundu-iringa-iringa","itunundu-iringa",0.298160173160173,0,NA,0.298160173160173,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"630","kimendeli","chikola","bahi.dc","bahi","kimendeli-chikola-bahi","chikola-bahi","chikola","bahi.dc","dodoma","bahi","chikola-bahi-dodoma","chikola-bahi",0.36369332421964,0,NA,0.36369332421964,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"631","kinabusu","gilya","bariadi.dc","bariadi","kinabusu-gilya-bariadi","gilya-bariadi","gilya","bariadi.dc","simiyu","bariadi","gilya-bariadi-simiyu","gilya-bariadi",0.313825757575758,0,NA,0.313825757575758,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"632","kinamweli","kinamweli","itilima.dc","itilima","kinamweli-kinamweli-itilima","kinamweli-itilima","kinang.weli","itilima.dc","simiyu","itilima","kinang.weli-itilima-simiyu","kinang.weli-itilima",0.249287749287749,0.0722394220846233,NA,0.321527171372373,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"633","kiningi.na","kiningi.na","ifakara.dc","ifakara","kiningi.na-kiningi.na-ifakara","kiningi.na-ifakara","kinyangiri","mkalama.dc","singida","mkalama","kinyangiri-mkalama-singida","kinyangiri-mkalama",0.309949276373959,0.207671957671958,NA,0.517621234045917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","kintinku","kintinku","bahi.dc","bahi","kintinku-kintinku-bahi","kintinku-bahi","kintinku","manyoni.dc","singida","manyoni","kintinku-manyoni-singida","kintinku-manyoni",0.243686868686869,0.155448717948718,NA,0.399135586635587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","kinyampuma","nkung.ungu","chunya.dc","chunya","kinyampuma-nkung.ungu-chunya","nkung.ungu-chunya","nkungulu","magu.dc","mwanza","magu","nkungulu-magu-mwanza","nkungulu-magu",0.328011204481793,0.244686685863157,NA,0.572697890344949,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","kinyika","kinyika","iringa.dc","iringa","kinyika-kinyika-iringa","kinyika-iringa","kindai","singida.mc","singida","singida","kindai-singida-singida","kindai-singida",0.254734848484849,0.218614718614719,NA,0.473349567099567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","kinyika","mlenge","iringa.dc","iringa","kinyika-mlenge-iringa","mlenge-iringa","mlenge","iringa.dc","iringa","iringa","mlenge-iringa-iringa","mlenge-iringa",0.229100529100529,0,NA,0.229100529100529,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"638","kinyope","kinyope","lindi.dc","lindi","kinyope-kinyope-lindi","kinyope-lindi","ndoro","lindi.mc","lindi","lindi","ndoro-lindi-lindi","ndoro-lindi",0.243877037994685,0.219114219114219,NA,0.462991257108904,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","kinyope.lindi","kinyope","lindi.dc","lindi","kinyope.lindi-kinyope-lindi","kinyope-lindi","mingoyo","lindi.mc","lindi","lindi","mingoyo-lindi-lindi","mingoyo-lindi",0.295799411382487,0.187179487179487,NA,0.482978898561974,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","kinzoka","kinzoka","songwe.dc","songwe","kinzoka-kinzoka-songwe","kinzoka-songwe","kanoni","karagwe.dc","kagera","karagwe","kanoni-karagwe-kagera","kanoni-karagwe",0.33946608946609,0.203463203463204,NA,0.542929292929293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","kipenyo","mtimbira","malinyi.dc","malinyi","kipenyo-mtimbira-malinyi","mtimbira-malinyi","mtimbira","malinyi.dc","morogoro","malinyi","mtimbira-malinyi-morogoro","mtimbira-malinyi",0.370555555555556,0,NA,0.370555555555556,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"642","kipera.asili","itete","malinyi.dc","malinyi","kipera.asili-itete-malinyi","itete-malinyi","itete","malinyi.dc","morogoro","malinyi","itete-malinyi-morogoro","itete-malinyi",0.46989121989122,0,NA,0.46989121989122,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"643","kipera.asilia","itete","malinyi.dc","malinyi","kipera.asilia-itete-malinyi","itete-malinyi","itete","malinyi.dc","morogoro","malinyi","itete-malinyi-morogoro","itete-malinyi",0.475589225589226,0,NA,0.475589225589226,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"644","kipeta","kipeta","sumabwanga.dc","sumabwanga","kipeta-kipeta-sumabwanga","kipeta-sumabwanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.223906687007373,0.0196078431372548,NA,0.243514530144628,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"645","kipeta","kipeta","sumbawanga.dc","sumbawanga","kipeta-kipeta-sumbawanga","kipeta-sumbawanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.215134757182812,0,NA,0.215134757182812,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"646","kipingo","malinyi","malinyi.dc","malinyi","kipingo-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.341041489059392,0,NA,0.341041489059392,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"647","kipingo","signal","kilombero.dc","kilombero","kipingo-signal-kilombero","signal-kilombero","mang.ula","kilombero.dc","morogoro","kilombero","mang.ula-kilombero-morogoro","mang.ula-kilombero",0.392746913580247,0.139550264550265,NA,0.532297178130512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","kipingo","signali","ifakara.dc","ifakara","kipingo-signali-ifakara","signali-ifakara","kibaoni","ifakara.tc","morogoro","ifakara","kibaoni-ifakara-morogoro","kibaoni-ifakara",0.33756038647343,0.161111111111111,NA,0.498671497584541,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","kipingo","sugnal","ifakara.dc","ifakara","kipingo-sugnal-ifakara","sugnal-ifakara","kasulo","ngara.dc","kagera","ngara","kasulo-ngara-kagera","kasulo-ngara",0.247707336523126,0.300793650793651,NA,0.548500987316777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","kipingu","iragua","ulanga.dc","ulanga","kipingu-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.334632034632035,0,NA,0.334632034632035,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"651","kipingu","signal","ifakara.dc","ifakara","kipingu-signal-ifakara","signal-ifakara","msingi","mkalama.dc","singida","mkalama","msingi-mkalama-singida","msingi-mkalama",0.278966131907308,0.264069264069264,NA,0.543035395976573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","kipingu.kidugalo","iragua","ulanga.dc","ulanga","kipingu.kidugalo-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.36104797979798,0,NA,0.36104797979798,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"653","kiponda","ihowanza","mufindi.dc","mufindi","kiponda-ihowanza-mufindi","ihowanza-mufindi","ihowanza","mufindi.dc","iringa","mufindi","ihowanza-mufindi-iringa","ihowanza-mufindi",0.232367149758454,0,NA,0.232367149758454,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"654","kirida","mamba","mpimbwe.dc","mpimbwe","kirida-mamba-mpimbwe","mamba-mpimbwe","mamba","mpimbwe.dc","katavi","mpimbwe","mamba-mpimbwe-katavi","mamba-mpimbwe",0.26875,0,NA,0.26875,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"655","kisa","mtowisa","sumbawanga.dc","sumbawanga","kisa-mtowisa-sumbawanga","mtowisa-sumbawanga","mtowisa","sumbawanga.dc","rukwa","sumbawanga","mtowisa-sumbawanga-rukwa","mtowisa-sumbawanga",0.240700483091787,0,NA,0.240700483091787,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"656","kisanga","mlenge","iringa.dc","iringa","kisanga-mlenge-iringa","mlenge-iringa","mlenge","iringa.dc","iringa","iringa","mlenge-iringa-iringa","mlenge-iringa",0.210582010582011,0,NA,0.210582010582011,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"657","kisasa","kisasa","dodoma.cc","dodoma","kisasa-kisasa-dodoma","kisasa-dodoma","ipala","dodoma.cc","dodoma","dodoma","ipala-dodoma-dodoma","ipala-dodoma",0.367251461988304,0.132478632478632,NA,0.499730094466937,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","kisasa","kisasa","iringa.dc","iringa","kisasa-kisasa-iringa","kisasa-iringa","kihesa","iringa.mc","iringa","iringa","kihesa-iringa-iringa","kihesa-iringa",0.319047619047619,0.102564102564103,NA,0.421611721611722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","kisasa","makuru","bahi.dc","bahi","kisasa-makuru-bahi","makuru-bahi","maruku","bukoba.dc","kagera","bukoba","maruku-bukoba-kagera","maruku-bukoba",0.337464387464387,0.2002072002072,NA,0.537671587671588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","kisesa","imalamoto","bariadi.dc","bariadi","kisesa-imalamoto-bariadi","imalamoto-bariadi","malambo","bariadi.tc","simiyu","bariadi","malambo-bariadi-simiyu","malambo-bariadi",0.310234699940582,0.116760037348273,NA,0.426994737288855,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","kisesa","kisesa","meatu.dc","meatu","kisesa-kisesa-meatu","kisesa-meatu","kisesa","meatu.dc","simiyu","meatu","kisesa-meatu-simiyu","kisesa-meatu",0.229239766081871,0,NA,0.229239766081871,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"662","kishapu","kashapu","kishapu.dc","kishapu","kishapu-kashapu-kishapu","kashapu-kishapu","kishapu","kishapu.dc","shinyanga","kishapu","kishapu-kishapu-shinyanga","kishapu-kishapu",0.143478260869565,0.0801587301587302,NA,0.223636991028295,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"663","kisii.kenya","kisii.kenya","kisii.kenya.dc","kisii.kenya","kisii.kenya-kisii.kenya-kisii.kenya","kisii.kenya-kisii.kenya","kijini","kaskazini.a","kaskazini.unguja","kaskazini.a","kijini-kaskazini.a-kaskazini.unguja","kijini-kaskazini.a",0.327579365079365,0.260386473429952,NA,0.587965838509317,NA,NA,NA,NA,NA,NA,NA,NA,NA
