"fid.see.mrktc.generalinfo.","unique.row.id.see.mrktc.generalinfo.","unique.row.id","1.what.are.the.activities.that.you.are.doing.in.this.market.today.","if.other.specify.5","type.of.place.see.mrktc.lkpsell.placetype.","if.other.specify","name.of.place.8","ward.9","district.10","3.what.is.your.main.reason.for.selling.these.sheep.and.or.goats.","if.other.specify.12","4.how.were.sheep.goats.transported.to.the.market.see.mrktc.lkpsell.trans.","if.other.specify.14","5.do.you.also.sell.other.animal.species.apart.from.sheep.and.goats.","if.yes.out.of.all.the.species.that.you.sell.which.species.do.you.sell.the.most.","if.other.specify.17","will.you.transport.the.sheep.goats.you.are.buying.today.","type.of.place.see.mrktc.lkpplacetype.","if.other.specify.20","name.of.place.21","ward.22","district.23","7.what.is.your.main.reason.for.buying.these.small.ruminants.","if.other.specify.25","8.how.will.you.transport.these.small.ruminants.that.you.are.buying.see.mrktc.lkpsell.trans.","if.other.specify.27","9.what.criteria.do.you.use.to.decide.which.small.ruminants.to.buy.","if.other.specify.29","10.what.other.species.of.animals.do.you.buy.apart.from.sheep.and.goats.","if.other.specify.31","11.if.the.prices.of.sheep.and.goats.increase.for.some.reason.e.g.a.shortage.of.animals.due.to.disease.will.you.still.buy.them.","if.no.which.other.species.will.you.consider.instead.","if.other.specify.34","if.yes.how.much.of.an.increase.in.the.current.price.of.sheep.and.goat.unit.price.of.live.animal.will.cause.you.to.change.your.purchasing.behaviour.to.another.animal.species","12.how.many.times.in.a.month.do.you.buy.or.sell.sheep.and.or.goats.in.this.market.","unique.row.identifier.uuid."
1148842,1,1,"2",NA,1,NA,"Ngasamo","Ngasamo","Busega","1",NA,1,NA,0,NA,NA,1,-66,"Nitasafirisha ambao nitakuwa sijauza","Ngasamo","Ngasamo","Busega","1",NA,1,NA,"2 3",NA,NA,NA,1,NA,NA,5000,4,"3ff85dc0-dc0e-11ec-9416-9440c9ab47f0"
1148843,1,1,"-66","Kuchinja",3,NA,"Dutwa","Dutwa","Bariadi dc","-66","Kuchinja",NA,NA,NA,NA,NA,1,1,NA,"Malambo b","Malambo","Bariadi tc","6 8",NA,1,NA,"2 3",NA,NA,NA,0,"-66","Hakuna",NA,4,"41916420-dc0e-11ec-9416-9440c9ab47f0"
1148844,1,1,"-66","Kuchinja",3,NA,"Dutwa","Dutwa","Bariadi dc","-66","Kuchinja",2,NA,0,NA,NA,1,-66,"Machinjioni Igoma","Igoma","Igoma","Kalemela","6 8",NA,2,NA,"2 3",NA,"-66","Hakuna",1,NA,NA,10000,4,"39778ea6-dc0e-11ec-9416-9440c9ab47f0"
1148845,1,1,"1",NA,1,NA,"Mwamondi","Dutwa","Bariadi dc","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40c698a2-dc0e-11ec-9416-9440c9ab47f0"
1148846,1,1,"2",NA,1,NA,"Ishoroba","Dutwa","Bariadi dc","2 4 7",NA,1,NA,0,NA,NA,1,3,NA,"Mnadani kuuza","Dutwa","Bariadi dc","1 -66","Galagaja",1,NA,"2 3",NA,"-66","Hakuna",1,NA,NA,5000,4,"3d06eea6-dc0e-11ec-9416-9440c9ab47f0"
1148847,1,1,"-66","Kufuga",3,NA,"Dutwa","Dutwa","Bariadi dc","-66","Nafuga",1,NA,0,NA,NA,1,2,NA,"Bupandagila","Nyakabindi","Bariadi tc","5",NA,1,NA,"2 3",NA,"-66","Hakuna",0,"-66","Hakuna",NA,2,"422722a0-dc0e-11ec-9416-9440c9ab47f0"
1148848,1,1,"1",NA,1,NA,"Ngasamo","Ngasamo","Busega","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b98d81f-dc0e-11ec-9416-9440c9ab47f0"
1148849,1,1,"1",NA,1,NA,"Igegu","Igegu","Bariadi dc","2 4",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38181369-dc0e-11ec-9416-9440c9ab47f0"
1148850,1,1,"-66","Kuchinja",3,NA,"Dutwa","Dutwa","Bariadi dc","-66","Kichinja",1,NA,NA,NA,NA,1,3,NA,"Mwanza machinjioni",NA,NA,"6 8",NA,2,NA,"2 3",NA,NA,NA,1,NA,NA,10000,4,"40ecabb2-dc0e-11ec-9416-9440c9ab47f0"
1148851,1,1,"3 1",NA,1,NA,"Mbugani","Banemhi","Bariadi dc","1",NA,1,NA,0,NA,NA,1,3,NA,"Dutwa","Dutwa","Bariadi dc","1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43682d13-dc0e-11ec-9416-9440c9ab47f0"
1148852,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Salalia","Matongo","Bariadi dc","5",NA,1,NA,"3 2",NA,"-66","Hakuna",0,"4",NA,NA,2,"4326c303-dc0e-11ec-9416-9440c9ab47f0"
1148853,1,1,"1",NA,2,NA,"Gagabali","Nyakabindi","Bariadi tc","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44bf9f53-dc0e-11ec-9416-9440c9ab47f0"
1148854,1,1,"3",NA,3,NA,"Dutwa","Dutwa","Bariadi dc","1 -66","Kuchinja",1,NA,0,NA,NA,1,2,NA,"Oldmaswa","Nyakabindi","Bariadi tc","6 1",NA,1,NA,"2 3",NA,"-66","Hakuna",1,NA,NA,5000,4,"3e369f80-dc0e-11ec-9416-9440c9ab47f0"
1148855,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Lulayu","Ikungulyabashashi","Bariadi dc","5",NA,1,NA,"3 2 5",NA,"-66","Hakuna",0,NA,NA,NA,2,"3ccc5933-dc0e-11ec-9416-9440c9ab47f0"
1148856,1,1,"3",NA,1,NA,"Dutwa","Dutwa","Bariadi","1",NA,1,NA,0,NA,NA,1,1,NA,"Nyamimbi","Somanda","Bariadi","1",NA,1,NA,"1 3",NA,NA,NA,1,NA,NA,NA,4,"3f45d43c-dc0e-11ec-9416-9440c9ab47f0"
1148857,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mwakibuga","Nyakabindi","Bariadi dc","5",NA,1,NA,"6 5",NA,NA,NA,1,NA,NA,NA,4,"3dccffec-dc0e-11ec-9416-9440c9ab47f0"
1148858,1,1,"3",NA,1,NA,"Nkuli","Ikungu","Bariadi dc","2",NA,2,NA,1,"1",NA,1,1,NA,"Nkuli","Ikungu","Bariadi  dc","1",NA,1,NA,"2 3",NA,NA,NA,1,NA,NA,NA,4,"449848b3-dc0e-11ec-9416-9440c9ab47f0"
1148859,1,1,"3",NA,1,NA,"Sesele","Nyakabindi","Bariadi","2",NA,1,NA,0,NA,NA,1,1,NA,"Sesele","Nyakabindi","Bariadi","1",NA,2,NA,"1 3",NA,NA,NA,1,NA,NA,NA,4,"3fd08003-dc0e-11ec-9416-9440c9ab47f0"
1148860,1,1,"1",NA,1,NA,"Isuyu","Gilya","Bariadi  dc","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374a6626-dc0e-11ec-9416-9440c9ab47f0"
1148861,1,1,"2 3 1",NA,1,NA,"Sapiwi","Sapiwi","Bariadi dc","1 2",NA,1,NA,0,NA,NA,1,1,NA,"Sapiwi","Sapiwi","Bariadi dc","1",NA,1,NA,"1 3",NA,NA,NA,1,NA,NA,NA,4,"412bcd8b-dc0e-11ec-9416-9440c9ab47f0"
1148862,1,1,"3",NA,1,NA,"Malili","Malili","Busega","1 2",NA,2,NA,1,"1",NA,1,1,NA,"Malili","Malili","Busega","1",NA,2,NA,"3 1",NA,NA,NA,1,NA,NA,NA,4,"38c430ef-dc0e-11ec-9416-9440c9ab47f0"
1148863,1,1,"3",NA,1,NA,"Mwamondi","Dutwa","Bariadi dc","1",NA,1,NA,0,NA,NA,1,1,NA,"Mwamundi","Dutwa","Bariadi  dc","1",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,2,"36c16922-dc0e-11ec-9416-9440c9ab47f0"
1148864,1,1,"2 3",NA,1,NA,"Igegu","Igegu","Bariadi dc","2 1",NA,1,NA,0,NA,NA,1,1,NA,"Mwakilalo","Nyangokolo","Bariadi dc","1",NA,1,NA,"2 5",NA,NA,NA,1,NA,NA,NA,4,"3d4aeb85-dc0e-11ec-9416-9440c9ab47f0"
1148865,1,1,"1 2",NA,1,NA,"Nyamikoma","Sapiwi","Bariadi dc","2",NA,-66,"Baiskeli",0,NA,NA,1,1,NA,"Nyamikoma","Sapiwi","Bariadi dc","1 2",NA,-66,"Baiskeli","2",NA,NA,NA,0,NA,NA,NA,1,"4513e9d0-dc0e-11ec-9416-9440c9ab47f0"
1148866,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kisesa","Imalamoto","Bariadi dc","2",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,1,"3f579350-dc0e-11ec-9416-9440c9ab47f0"
1148867,1,1,"2",NA,1,NA,"Mwamondi","Dutwa","Bariadi dc","2",NA,1,NA,1,"1",NA,1,1,NA,"Mwamondi","Dutwa","Bariadi dc","1",NA,1,NA,"2",NA,NA,NA,1,NA,NA,NA,4,"46d17c74-dc0e-11ec-9416-9440c9ab47f0"
1148868,1,1,"1",NA,1,NA,"Mwamagigisi","Igalukilo","Bariadi dc","3 2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3bf6c099-dc0e-11ec-9416-9440c9ab47f0"
1148869,1,1,"2",NA,1,NA,"Ngasamo","Ngasamo","Busega","1",NA,1,NA,1,"1",NA,1,1,NA,"Ngasamo","Ngasamo","Busega","1",NA,1,NA,"5 1",NA,NA,NA,1,NA,NA,NA,4,"37b356ce-dc0e-11ec-9416-9440c9ab47f0"
1148870,1,1,"2",NA,1,NA,"Sapiwi na igegu","Sapiwi na igegu","Bariadi dc","1",NA,1,NA,1,"1",NA,1,1,NA,"Mwangika","Rutubiga","Busega","1",NA,1,NA,"2 1",NA,NA,NA,1,NA,NA,NA,4,"37a1071b-dc0e-11ec-9416-9440c9ab47f0"
1148871,1,1,"2",NA,1,NA,"Mwankwaya","Banehmi","Bariadi dc","1",NA,1,NA,0,NA,NA,1,1,NA,"Old maswa","Nyakabindi","Bariadi tc","1",NA,1,NA,"2",NA,NA,NA,1,NA,NA,NA,4,"407d8642-dc0e-11ec-9416-9440c9ab47f0"
1148873,1,1,"2",NA,1,NA,"Dutwa","Dutwa","Bariadi dc","1",NA,1,NA,0,NA,NA,1,1,NA,"Dutwa","Dutwa","Bariadi","1",NA,1,NA,"2",NA,NA,NA,1,NA,NA,NA,4,"3dfe6a9a-dc0e-11ec-9416-9440c9ab47f0"
1148874,1,1,"1",NA,1,NA,"Sapiwi","Sapiwi","Bariadi dc","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3c77aa2d-dc0e-11ec-9416-9440c9ab47f0"
1148876,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","1",NA,2,NA,0,NA,NA,1,2,NA,"Mwanza","Igoma","Ilemela","1",NA,2,NA,"2 6",NA,NA,NA,1,NA,NA,NA,4,"3c0f44c2-dc0e-11ec-9416-9440c9ab47f0"
1148877,1,1,"1",NA,1,NA,"Kilabela","Banemhi","Bariadi","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37bdf3ba-dc0e-11ec-9416-9440c9ab47f0"
1148878,1,1,"1",NA,1,NA,"Ditima","Guduwi","Bariadi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44d8df7f-dc0e-11ec-9416-9440c9ab47f0"
1148879,1,1,"1",NA,1,NA,"Mwamabu","Dutwa","Bariadi","2 6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41997466-dc0e-11ec-9416-9440c9ab47f0"
1148880,1,1,"1",NA,1,NA,"Isenge","Dutwa","Bariadi","4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e192ab2-dc0e-11ec-9416-9440c9ab47f0"
1148881,1,1,"3",NA,3,NA,"Nkololo","Nkololo","Bariadi","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2 6",NA,NA,NA,1,NA,NA,5000,4,"3e3f9bf9-dc0e-11ec-9416-9440c9ab47f0"
1148882,1,1,"1",NA,1,NA,"Igaganulwa","Dutwa","Bariadi","6 5 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42fdb579-dc0e-11ec-9416-9440c9ab47f0"
1148883,1,1,"3",NA,1,NA,"Sapiwi","Sapiwi","Bariadi","1",NA,2,NA,0,NA,NA,1,1,NA,"Sapiwi","Sapiwi","Bariadi","1",NA,2,NA,"5 2",NA,NA,NA,1,NA,NA,15000,4,"40d16475-dc0e-11ec-9416-9440c9ab47f0"
1148884,1,1,"1",NA,1,NA,"Isuyu","Gilya","Bariadi","2 5",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40661683-dc0e-11ec-9416-9440c9ab47f0"
1148885,1,1,"1",NA,1,NA,"Mkuyuni","Ikungulyabashashi","Bariadi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47f8ab9f-dc0e-11ec-9416-9440c9ab47f0"
1148886,1,1,"1",NA,1,NA,"Igegu","Sapiwi","Bariadi","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47264017-dc0e-11ec-9416-9440c9ab47f0"
1148887,1,1,"1",NA,1,NA,"Sengerema","Dutwa","Bariadi","2 6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3786c329-dc0e-11ec-9416-9440c9ab47f0"
1148888,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","1",NA,2,NA,0,NA,NA,1,2,NA,"Mwanza","Igoma","Ilemela","1",NA,2,NA,"2 5",NA,NA,NA,1,NA,NA,20000,NA,"40f87d41-dc0e-11ec-9416-9440c9ab47f0"
1148889,1,1,"3",NA,3,NA,"Mwasamba","Lamadi","Busega","1",NA,2,NA,0,NA,NA,1,2,NA,"Mwanza","Igoma","Ilemela","1",NA,2,NA,"2 5",NA,NA,NA,1,NA,NA,12000,NA,"367dbe0d-dc0e-11ec-9416-9440c9ab47f0"
1148890,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","5 2",NA,1,NA,0,NA,NA,1,3,NA,"Mwasamba","Lamadi","Busega","1",NA,1,NA,"2 5 3",NA,NA,NA,1,NA,NA,20000,4,"462440cf-dc0e-11ec-9416-9440c9ab47f0"
1148891,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","1",NA,2,NA,0,NA,NA,1,3,NA,"Mwasamba","Lamadi","Busega","1",NA,2,NA,"2 3 5",NA,NA,NA,1,NA,NA,25000,4,"44abaffa-dc0e-11ec-9416-9440c9ab47f0"
1148892,1,1,"1",NA,1,NA,"Nyawa","Gilya","Bariadi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"460753c6-dc0e-11ec-9416-9440c9ab47f0"
1148893,1,1,"3",NA,1,NA,"Sapiwi","Sapiwi","Bariadi","1",NA,1,NA,0,NA,NA,1,1,NA,"Igegu","Sapiwi","Bariadi","1",NA,1,NA,"2 4 5",NA,NA,NA,1,NA,NA,20000,4,"3757cf94-dc0e-11ec-9416-9440c9ab47f0"
1148894,1,1,"1",NA,1,NA,"Mwakibuga","Nyakabindi","Bariadi","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418c6f5b-dc0e-11ec-9416-9440c9ab47f0"
1148895,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","1",NA,1,NA,0,NA,NA,1,3,NA,"Mwasamba","Lamadi","Busega","1",NA,1,NA,"2 5 3",NA,NA,NA,1,NA,NA,25000,4,"41d2c9a2-dc0e-11ec-9416-9440c9ab47f0"
1148896,1,1,"3",NA,3,NA,"Kidinda","Bariadi","Bariadi","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,1,NA,"2 5",NA,NA,NA,0,NA,NA,NA,2,"36b43cb6-dc0e-11ec-9416-9440c9ab47f0"
1150165,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mwabomba","Mwabomba","Kwimba","5 4 2",NA,1,NA,"1 3",NA,"1",NA,0,NA,NA,NA,4,"9956e35b-dc14-11ec-9416-9440c9ab47f0"
1150166,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Hundi","Ngudu","Kwimba","5 3",NA,1,NA,"3 1",NA,"1",NA,0,NA,NA,NA,4,"a0c73633-dc14-11ec-9416-9440c9ab47f0"
1150167,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mwabhagole","Mwang`aranga","Kwimba","1",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,4,"947501fd-dc14-11ec-9416-9440c9ab47f0"
1150168,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ngudu","Ngudu","Kwimba","5",NA,1,NA,"1 2 5",NA,"1",NA,1,NA,NA,20000,4,"9c1efa3d-dc14-11ec-9416-9440c9ab47f0"
1150169,1,1,"3",NA,1,NA,"Gorome","Mwandu","Kwimba","1",NA,1,NA,1,"1",NA,1,1,NA,"Koroma","Mwandu","Kwimba","1",NA,1,NA,"1 2 3",NA,"1",NA,0,NA,NA,NA,4,"9fb2c5a7-dc14-11ec-9416-9440c9ab47f0"
1150170,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"94a2c271-dc14-11ec-9416-9440c9ab47f0"
1150171,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Hilumba","Itongo","Kwimba","5",NA,1,NA,"1 2 3 5",NA,NA,NA,0,NA,NA,NA,1,"a14a763d-dc14-11ec-9416-9440c9ab47f0"
1150172,1,1,"3",NA,1,NA,"Shilanona","Wala","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Shilanona","Wala","Kwimba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"9c88fe76-dc14-11ec-9416-9440c9ab47f0"
1150173,1,1,"2 3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Hunghumalwa","Hunghumalwa","Kwimba","1",NA,1,NA,"1 2 4 3",NA,NA,NA,0,NA,NA,NA,4,"9fec73b7-dc14-11ec-9416-9440c9ab47f0"
1150174,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,"1 3 2",NA,NA,NA,0,NA,NA,NA,4,"95341204-dc14-11ec-9416-9440c9ab47f0"
1150175,1,1,"3",NA,1,NA,"Sumaha","Sumaha","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Sumaha","Sumaha","Kwimba","1",NA,1,NA,"1 2 3 4",NA,NA,NA,0,NA,NA,NA,4,"95b20357-dc14-11ec-9416-9440c9ab47f0"
1150176,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"94a9ca8c-dc14-11ec-9416-9440c9ab47f0"
1150177,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"9b9f98cd-dc14-11ec-9416-9440c9ab47f0"
1150178,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ng`wang`aranga","Ng`wang`aranga","Kwimba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"94f729c6-dc14-11ec-9416-9440c9ab47f0"
1150179,1,1,"3",NA,1,NA,"Ng`wang`aranga","Ng`wang`aranga","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Ngula","Ngula","Kwimba","1 4 6",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,4,"926ac597-dc14-11ec-9416-9440c9ab47f0"
1150180,1,1,"3",NA,1,NA,"Chamela","Chamela","Kwimba","1",NA,1,NA,0,NA,NA,1,1,NA,"Chamela","Chamela","Kwima","1 4 5",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,4,"94d2b4c1-dc14-11ec-9416-9440c9ab47f0"
1150181,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"5",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,4,"9eccbb4e-dc14-11ec-9416-9440c9ab47f0"
1150182,1,1,"3",NA,1,NA,"Kunguru","Lyoma","Kwimba","1",NA,1,NA,1,NA,NA,1,1,NA,"Kunguru","Lyoma","Kwimba","1",NA,1,NA,"1 3",NA,"1",NA,0,NA,NA,NA,4,"9f6fb761-dc14-11ec-9416-9440c9ab47f0"
1150183,1,1,"3",NA,1,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ngudu","Ngudu","Kwimba","1",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,4,"9d5e53ce-dc14-11ec-9416-9440c9ab47f0"
1150184,1,1,"3",NA,1,NA,"Bungulwa","Bungulwa","Kwimba","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,1,NA,"1 3",NA,NA,NA,0,NA,NA,NA,4,"9a53f9cf-dc14-11ec-9416-9440c9ab47f0"
1150185,1,1,"1",NA,1,NA,"Hundi","Hundi","Kwimba","1",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"949e9077-dc14-11ec-9416-9440c9ab47f0"
1150186,1,1,"2 3",NA,1,NA,"Lyoma","Ngudu","Ngudu","1",NA,1,NA,0,NA,NA,1,3,NA,"Ngudu","Ngudu","Ngudu","1",NA,1,NA,"2 3",NA,NA,NA,0,"-66","Hakuna",NA,4,"98500076-dc14-11ec-9416-9440c9ab47f0"
1150187,1,1,"1",NA,1,NA,"Icheja","Ngudu","Nkwimba","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94b2a74e-dc14-11ec-9416-9440c9ab47f0"
1150188,1,1,"1 3",NA,1,NA,"Kilyabola","Ngudu","Nkwimba","1 2",NA,1,NA,1,NA,NA,1,3,NA,"Ngudu","Ngudu","Nkwimba","1",NA,1,NA,"3 2",NA,"1",NA,1,NA,NA,NA,10000,"a09cdc0e-dc14-11ec-9416-9440c9ab47f0"
1150189,1,1,"1",NA,1,NA,"Ngula","Ngudu","Nkwimba","1 2",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9c1335e0-dc14-11ec-9416-9440c9ab47f0"
1150190,1,1,"3",NA,1,NA,"Ngh`undi","Ngundu","Nkwimba","1",NA,1,NA,0,NA,NA,1,-66,"Nauza kwa wanaochinja","Mnadani,, nyumbani","Ngudu","Nkwimba","-66","Nauza kwa wanaochinja",1,NA,"2 3",NA,NA,NA,1,NA,NA,5000,4,"934e4925-dc14-11ec-9416-9440c9ab47f0"
1150191,1,1,"2",NA,3,NA,"Ngudu","Ngudu","Nkwimba","1",NA,1,NA,1,NA,NA,1,1,NA,"Isagala","Wala","Nkwimba","1",NA,1,NA,"3 1",NA,"1",NA,0,"1",NA,NA,4,"9141930b-dc14-11ec-9416-9440c9ab47f0"
1150192,1,1,"2",NA,1,NA,"Nyanhiga","Ngudu","Nkwimba","1",NA,1,NA,1,NA,NA,1,NA,NA,"Nauza mimi","Ngudu","Nkwimba","1",NA,1,NA,"3 2",NA,"1",NA,1,NA,NA,5000.1,4,"9ff78025-dc14-11ec-9416-9440c9ab47f0"
1150193,1,1,"3 2",NA,1,NA,"Mahinga","Ngudu","Nkwimba","1",NA,1,NA,0,NA,NA,1,NA,NA,"Mahiga","Ngudu","Nkwimba","1",NA,1,NA,"2 3",NA,NA,NA,1,NA,NA,15000,4,"9c2580ca-dc14-11ec-9416-9440c9ab47f0"
1150194,1,1,"2",NA,1,NA,"Gatuli","Ngh`undi","Nkwimba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ngudu","Ngudu","Nkwimba",NA,NA,1,NA,"2 3",NA,"1",NA,1,NA,NA,7000,4,"970774f8-dc14-11ec-9416-9440c9ab47f0"
1150195,1,1,"1",NA,1,NA,"Manguluma","Igongwa","Nkwimba","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98a0bf4b-dc14-11ec-9416-9440c9ab47f0"
1150196,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Shilanona","Ngudu","Nkwimba","6",NA,1,NA,"2 3",NA,NA,NA,NA,NA,NA,NA,1,"a1383106-dc14-11ec-9416-9440c9ab47f0"
1150197,1,1,"3 2",NA,1,NA,"Ngudu","Ngudu","Nkwinba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ngudu","Ngudu","Nkwimba","1",NA,1,NA,"3 2",NA,"-66","Hakuna",0,NA,NA,NA,4,"9e5546eb-dc14-11ec-9416-9440c9ab47f0"
1150198,1,1,"1",NA,1,NA,"Kangilinja","Badi","Maswa","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94c0d979-dc14-11ec-9416-9440c9ab47f0"
