"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"1000638","1","2021-05-03T15:50:02","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/003","Dahra","2","Intermèdiaire","1","2","1","1","0","","Thiarou","1","Thiarou","Chez moi","2020-12-01","1","200","2","Des saignement et diarrhè,  ècoulement nasal et occulaire au niveau des moutons mais pas de mort chez les moutons.","Accèssible","15.35295099 -15.46220348 63.45635986328125 3.216","fa5c04bc-beed-11eb-8cbd-5cb901ddeae0"
"1000639","1","2021-05-03T15:59:09","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/006","Dahra","2","Commerçant","1","3","0","","1","J`achète a dahra je les amène au village les nourrir puis augmentè les prix et les revendre dans le même marchè","Peste, dioffè","1","Thiarou","Chez moi","2021-04-01","0","","","","Accèssible","15.3531548 -15.46242355 63.6241455078125 3.216","fe0d11d5-beed-11eb-8cbd-5cb901ddeae0"
"1000640","1","2021-05-03T16:03:03","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/007","Dahra","2","Dioula","1","3","1","2","0","","Peste, problème de coeur ( diofna).","1","Thiarou","Chez moi","2020-11-01","1","50","3","","Accèssible","15.35319575 -15.46243978 68.79730224609375 3.216","fce15406-beed-11eb-8cbd-5cb901ddeae0"
"1000641","1","2021-05-03T16:04:56","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Dahra","2021-04-11","S/1/MC/1/008","Dahra","2","Tèfankè","1","2","0","","1","Juste linguère","Vomissement toux","1","Thiarou","Chez moi","2021-04-01","1","4","3","","Accèssible","15.35229976 -15.46255393 68.73504638671875 4.288","fa211129-beed-11eb-8cbd-5cb901ddeae0"
"1000642","1","2021-05-03T16:07:19","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/009","Dahra","2","Dioula","1","2","0","","1","Je suis elèveur je vend les animaux au marchè puis je ramène le reste au village pour attendre le prochain "louma".","Sofè : soulèvement des cheveux et des contraction  et des ècoulement nasal.","1","Sofè","Chez moi","2021-04-01","1","3","1","Des chèvres très malade aussi.","Accèssible","15.35236506 -15.46210003 64.4564208984375 3.216","f93eefd3-beed-11eb-8cbd-5cb901ddeae0"
"1000643","1","2021-05-03T15:54:11","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Dahra","2021-04-11","S/1/MC/1/005","Dahra","1","Dioula","1","2","0","","1","J`Achète les moutons au marchè de dahra et chèvre les èlevent puis les revend a bon prix sur le mème marchè.","Diofè: problème de respiration les poumons  qui noirci  et toux","1","Diofè","Dans mon troupeau","2021-04-01","1","12","1","Des chèvre très malade","Accèssible","15.35224469 -15.46211402 67.3682861328125 3.216","feb51478-beed-11eb-8cbd-5cb901ddeae0"
"1000644","1","2021-05-03T15:51:55","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Dahra","2021-04-11","S/1/MC/1/004","Dahra","2","Dioula","1","2","0","","0","","Thiarou: ècoulement nasal  et sur la bouche aussi et plaie sur le corps.","1","Thiarou","Dans mon troupeau","2021-04-01","1","14","3","","Accèssible","15.35228155 -15.46221623 61.28363037109375 3.216","fca74fb9-beed-11eb-8cbd-5cb901ddeae0"
"1000647","1","2021-05-04T11:51:57","39daa8cbec8f53cf","2021-04-11T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/025","Boulal","1","Tefankè","1","2","1","3","0","","Je c`est pas","1","Asma","Dans ce que je vend","2021-04-01","0","","","","Accèssible","15.39857385 -15.66035047 80.00848388671875 3.216","fe92ec01-beed-11eb-8cbd-5cb901ddeae0"
"1000648","1","2021-05-04T12:00:28","39daa8cbec8f53cf","2021-04-12T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/028","Boulal","1","Tèfankè","1","2","1","3","0","","Ecoulement nasal, des parasites","1","Fouk ou peste","Au village","2020-12-01","0","","","","Pas de moyen pour les comptè","15.39868132 -15.66036709 86.62725830078125 4.288","fc5485c5-beed-11eb-8cbd-5cb901ddeae0"
"1000649","1","2021-05-04T11:55:31","39daa8cbec8f53cf","2021-04-12T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/026","Boulal","1","Commerçant","1","1","1","4","1","Je les achète sur le marchè  puis les revend à dakar.","Problème de la repiration et perte de poids ècoulement nasal.","1","Yirla","Au village","2020-11-01","1","100","3","Sa fatigue plus les moutons","Accèssible","15.39868698 -15.66038327 82.81854248046875 4.288","fd0c1bc3-beed-11eb-8cbd-5cb901ddeae0"
"1000650","1","2021-05-04T13:14:13","39daa8cbec8f53cf","2021-04-12T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/81","Boulal","1","Dioula","1","3","1","1","0","","Rume, ecoulement nasal","1","Thiouthièl","Dans mon troupeau","2021-04-01","0","","","","Accèssible","15.3986117 -15.66042483 76.30609130859375 3.216","fdacd5fc-beed-11eb-8cbd-5cb901ddeae0"
"1000651","1","2021-05-04T13:15:45","39daa8cbec8f53cf","2021-04-12T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/82","Boulal","1","Tèfankè","1","3","0","","0","","Sur la respiration","1","Dialby, thiarou, peste","Au village","2021-02-01","0","","","","Accessible","15.39847218 -15.66030035 86.68646240234375 4.288","f9f7fd21-beed-11eb-8cbd-5cb901ddeae0"
"1000652","1","2021-05-04T11:59:14","39daa8cbec8f53cf","2021-04-12T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/MC/2/027","Boulal","1","Tèfankè","1","2","1","3","0","","Perte de poids a cause des vers","1","Thiarou","Au marchè","2021-04-01","0","","","","Accèssible","15.39871599 -15.66039215 83.90606689453125 3.216","fdd29aab-beed-11eb-8cbd-5cb901ddeae0"
"1000668","1","2021-04-18T12:37:46","collect:i4q3nTXZEGuRsE4E","2021-04-11T00:00:00","1","1001","1001","1001","14","1401","Boulal","2021-04-11","S/1/MC/1/013","Dahra","2","Vendeur","1","2","0","","0","","Diarrhée,  écoulement oculaire  toux , thiarr","1","Thiarou","Dans le marché ","2021-03-01","0","","","","","15.3516203 -15.4625632 65.09590079173248 20.5","fc03dc49-beed-11eb-8cbd-5cb901ddeae0"
"1000790","1","2021-05-03T16:08:30","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/010","Dahra","2","Dioula","1","2","1","2","0","","Yirla, dioffè","1","Dahra","Dans le marchè","2021-02-01","0","","","","Je ne sais pas","15.35202193 -15.46237663 64.13018798828125 4.288","f827c6bf-beed-11eb-8cbd-5cb901ddeae0"
"1000791","1","2021-05-04T12:30:57","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/048","Dahra","2","Commerçant","1","2","1","1","0","","Peste,thiarou,thiouthièl","0","","","","","","","","Consentant","15.35200903 -15.46237232 58.17755126953125 4.288","f9a62d62-beed-11eb-8cbd-5cb901ddeae0"
"1000792","1","2021-05-04T12:34:12","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/049","Dahra","2","Dioula","1","1","1","4","0","","Thiarou: diarrhè, - ngèdio: le mouton reste sur place,  - peste:poils piquè","1","Thiarou","Dans mon troupeau","2021-03-01","1","1","1","Très accessible","Un gas qui veut collaborer avec ISRA","15.35198992 -15.46236344 74.541015625 3.216","fd3c1a6d-beed-11eb-8cbd-5cb901ddeae0"
"1000793","1","2021-05-04T12:29:39","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/047","Dahra","2","Tefankè","1","2","0","","0","","Thiarou","1","Thiarou","A la pharmacie","2021-02-01","0","","","","L`enquêtè etait prèssè","15.35178758 -15.46240209 72.19403076171875 4.288","fe486903-beed-11eb-8cbd-5cb901ddeae0"
"1000794","1","2021-05-04T12:36:04","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/050","Dahra","2","Commerçant","1","2","1","3","0","","Thiarou : lèsion oculaire, diarrhè. Dioffè :palu.","1","Thiarou","Marchè","2021-02-01","1","11","2","Sa touche les mouton, mais sa les tue pas vraiment","Accèssible","15.3517933 -15.462525 68.00604248046875 3.216","fa6ed589-beed-11eb-8cbd-5cb901ddeae0"
"1000795","1","2021-05-04T12:37:07","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/051","Dahra","2","Dioula","1","2","1","3","0","","Thiarou :diarrhè chez les moutons et chèvres, yirla thiothièl: perte de poids, ècoulement nasal","1","Baddy","Dans mon tropeau","2020-12-01","1","20","1","","Très accessible","15.35175946 -15.46242888 64.1651611328125 4.288","f8f478e0-beed-11eb-8cbd-5cb901ddeae0"
"1000796","1","2021-05-04T12:38:41","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/052","Dahra","2","Dioula","1","2","1","2","0","","Ngèdio: perte de poids terne, thiarou: diarrhè","1","Saffa","Dans notre village","2021-04-01","1","500","1","","C`etait une très grande perte pour mon voisin","15.35159947 -15.46245908 68.1785888671875 4.288","fa4cb5c8-beed-11eb-8cbd-5cb901ddeae0"
"1000797","1","2021-05-04T12:46:31","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/H/1/058","Dahra","2","Commerçant","1","2","0","","0","","Peste ,safa, thiarou","1","Thiaro","Dans mon troupeau","2021-01-01","1","40","3","","Accèssible","15.35164633 -15.4624236 72.455810546875 4.288","fbdd1dc9-beed-11eb-8cbd-5cb901ddeae0"
"1000798","1","2021-05-04T12:45:35","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/057","Dahra","2","Commerçant","1","1","1","1","0","","Peste, thiouthièl, ngèdio ,thiarou","0","","","","","","","","Le prix des mouton n`est pas fixe tant que je peut y gagner quèlque chose j`achète.","15.35143236 -15.46260008 64.8848876953125 4.288","fbe4ce42-beed-11eb-8cbd-5cb901ddeae0"
"1000799","1","2021-05-04T12:44:43","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/056","Dahra","2","Dioula","2","3","0","","0","","Thiarou","1","Yirla","Dans mon troupeau","2021-04-01","1","4","3","","Nous ne sommes que des elèveur quant le mouton est malade ou quèlque chose de se genre je vois le vètèrinaire pour qu`il les consulte, vaccine.","15.35176112 -15.46261588 73.6143798828125 4.288","fc003878-beed-11eb-8cbd-5cb901ddeae0"
"1000800","1","2021-05-04T12:48:09","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/059","Dahra","2","Tèfankè","1","2","1","3","0","","Dialby, thiarou, yirla, peste","1","Yirla","Dans mon troupeaux","2020-09-01","1","100","3","","C`est causèe par un herbe qui n`est pas bon pour leur santè juste pendant ou apres l`hivernage.","15.35174705 -15.46264698 67.28179931640625 4.288","fc1420bf-beed-11eb-8cbd-5cb901ddeae0"
"1000801","1","2021-05-04T12:43:58","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/042","Dahra","1","Tèfankè","1","2","1","3","0","","Peste, sibourou, thiarou, ngèdio, safa","1","Thiouthièl","Dans mon tropeau","2021-04-01","0","","","","Accèssible","15.35173876 -15.46265823 68.8480224609375 4.288","fcebcdff-beed-11eb-8cbd-5cb901ddeae0"
"1000802","1","2021-05-04T12:41:58","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/MC/1/054","Dahra","1","Commerçant","1","2","0","","0","","Yirla: le mouton tourne au tour de lui même , mort subite","1","Yirla","Dans mon troupeau","2021-04-01","1","2","3","","Pas très entousiaste","15.35179892 -15.46268625 83.43255615234375 4.288","fcd47110-beed-11eb-8cbd-5cb901ddeae0"
"1000803","1","2021-05-03T16:10:36","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-11","S/1/MC/1/011","Dahra","1","Commerçant","1","2","0","","0","","","0","","","","","","","","","15.35178287 -15.46268478 80.11956787109375 4.288","fe5080c1-beed-11eb-8cbd-5cb901ddeae0"
"1000804","1","2021-05-04T12:40:54","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-18","S/1/H/1/053","Dahra","2","Commerçant","1","2","1","2","0","","Peste,yirla, thiarou","1","Soymo","Au Marchè","2021-04-01","0","","","","Tres accèssible","15.35175466 -15.46266738 76.38531494140625 4.288","fe3809f8-beed-11eb-8cbd-5cb901ddeae0"
"1000805","1","2021-05-04T13:26:42","39daa8cbec8f53cf","2021-04-18T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/MC/2/084","Boulal","1","Tèfankè","1","2","1","1","0","","Thiarou","1","Thiarou","Je ne sais plus","2021-04-01","0","","","","Je sais pas","15.3517567 -15.46267776 62.9185791015625 4.288","faad1e8e-beed-11eb-8cbd-5cb901ddeae0"
"1000806","1","2021-05-04T13:05:47","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/MC/2/077","Boulal","1","Tèfankè","1","3","1","3","0","","Thiouthiè: ecoulement nasal et sa ne se guèri pas ,  - dioffè: sa drètruit le foie du mouton ou chèvre","0","","","","","","","","Accèssible","15.39890013 -15.66003118 86.8675537109375 4.288","fb00022d-beed-11eb-8cbd-5cb901ddeae0"
"1000807","1","2021-05-04T13:08:01","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/H/2/078","Boulal","1","Tèfankè","1","2","1","4","0","","Dioffè: perte de poids fatigue terne ecoulement nasal","1","Dioffè","Sur un mouton que j`avais achetè","2021-01-01","0","","","","Repondant très anthousiaste","15.39880267 -15.65994979 83.84503173828125 4.288","fc845cb9-beed-11eb-8cbd-5cb901ddeae0"
"1000808","1","2021-05-04T13:09:26","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/MC/2/079","Boulal","1","Dioula","1","1","1","3","0","","Dialby: perte de poids extrème, dioffè touche le foie du mouton ou chevrè  et le dètruit completement","1","Saffa","Dans mon troupeau","2021-03-01","1","100","3","","Très accessible","15.39878241 -15.65989818 82.345703125 4.288","fef945e2-beed-11eb-8cbd-5cb901ddeae0"
"1000809","1","2021-05-04T13:17:46","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/MC/2/083","Dahra","3","Tèfankè","1","2","1","4","0","","Soymo : perte de poids, manque d`appètit , mort subite, yirla: respirations difficile ,mort subite , - saffa :lèsoins au niveau de la bouche , - baddy,  - thiarou: diarrhè","1","Thiarou","Dans mon troupeau","2020-09-01","1","150","3","","","15.39874699 -15.66021733 88.88763427734375 4.288","fa67a05d-beed-11eb-8cbd-5cb901ddeae0"
"1000810","1","2021-05-04T12:05:37","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/H/2/029","Boulal","1","Dioula","1","2","1","3","0","","Peste: avortement,  la maladie apparaît de multi façon","1","Peste","Dans mon troupeau","2020-08-01","1","6","2","","Le veterinaire les a analyser et vaccinè le vaccin pour peste et puis sa fatigue plus les touts petit. Chèretè des vaccins un mouton 300fr trop cher","","fa50c645-beed-11eb-8cbd-5cb901ddeae0"
"1000811","1","2021-05-04T12:07:18","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-12","S/1/H/2/030","Boulal","1","Dioula","1","2","1","3","0","","Dialby, thiouthiè : ecoulement nasal, et une maladie qui empêche la respiration et le mouton tremble et mort subite","1","Thiarou, peste","Dans mes troupeau","2021-01-01","1","500","3","","Je croit plus au vètèrinaire ils ne font que mangeait notre argent il ne connait même pas la maladie qu`il doit soigner.","15.39860955 -15.66025789 95.20892333984375 4.288","fea9ede3-beed-11eb-8cbd-5cb901ddeae0"
"1000812","1","2021-05-04T13:11:32","39daa8cbec8f53cf","2021-04-19T00:00:00","1","1002","1002","1002","14","1401","Boulal","2021-04-19","S/1/MC/2/080","Boulal","1","Tèfankè","1","2","1","1","0","","Yirlo, thiarou: diarrhèe","1","Thiarou","Chez mon voisin au village","2021-03-01","1","10","3","","Accèssible","15.39859599 -15.66021985 91.77874755859375 4.288","fdde12dc-beed-11eb-8cbd-5cb901ddeae0"
"1003604","1","2021-05-14T13:08:54","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/103","Douna","1","Vendeur","1","2","0","","0","","RAS","0","","","","","","","","","10.6109444 -5.1085537 299.6 6.666","f810897c-beed-11eb-8cbd-5cb901ddeae0"
"1003605","1","2021-05-14T13:09:05","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/104","Douna","1","Vendeur","1","2","0","","0","","RAS","0","","","","","","","","","10.610981 -5.1084693 299.3 7.4","fc90c5cd-beed-11eb-8cbd-5cb901ddeae0"
"1003606","1","2021-05-14T13:09:23","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/105","Douna","1","Vendeur","1","2","1","1","0","","","0","","","","","","","","","10.611023 -5.108476 299.3 6.74","f82ac5a2-beed-11eb-8cbd-5cb901ddeae0"
"1003607","1","2021-05-14T13:09:30","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/106","Douna","1","Vendeur","1","2","0","","0","","RAS","0","","","","","","","","","10.6111343 -5.1084604 299.3 8.4","f9094a9c-beed-11eb-8cbd-5cb901ddeae0"
"1003608","1","2021-05-14T13:09:38","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/107","Douna","1","Vendeur","1","2","1","1","0","","RAS","0","","","","","","","","","10.6111947 -5.1085103 299.3 9.525","fb4328fa-beed-11eb-8cbd-5cb901ddeae0"
"1003609","1","2021-05-14T13:09:52","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/108","Douna","1","Vendeur","1","2","0","","0","","","0","","","","","","","","","10.6110327 -5.1084326 299.3 8.283","f7eddbe6-beed-11eb-8cbd-5cb901ddeae0"
"1003610","1","2021-05-14T13:10:01","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/109","Douna","1","Acheteur","1","2","0","","0","","","0","","","","","","","","","10.6109189 -5.1080119 299.4 8.4","f922b068-beed-11eb-8cbd-5cb901ddeae0"
"1003611","1","2021-05-14T13:10:09","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/110","Douna","1","Acheteur","1","2","0","","0","","","0","","","","","","","","","10.6110416 -5.1082901 299.4 7.25","fa1db822-beed-11eb-8cbd-5cb901ddeae0"
"1003612","1","2021-05-14T13:10:16","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/111","Douna","1","Acheteur","1","3","0","","0","","","0","","","","","","","","","10.6109444 -5.1083446 299.4 8.425","fc2cd147-beed-11eb-8cbd-5cb901ddeae0"
"1003613","1","2021-05-14T13:10:23","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/112","Douna","1","Acheteur","1","2","0","","0","","","0","","","","","","","","","10.6109028 -5.1083848 299.4 7.8","fbfc3cbd-beed-11eb-8cbd-5cb901ddeae0"
"1003614","1","2021-05-14T13:10:31","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/113","Douna","1","Acheteur","1","2","0","","0","","","0","","","","","","","","","10.6109146 -5.1084782 299.4 9.7","fb0349a3-beed-11eb-8cbd-5cb901ddeae0"
"1003615","1","2021-05-14T13:10:38","359711311582729","2021-04-20T00:00:00","3","3004","3004","3004","34","3201","Douna","2021-04-20","B/03/M/114","Douna","1","Acheteur","1","3","0","","0","","","0","","","","","","","","","10.6108621 -5.1085104 299.4 8.075","fb95faab-beed-11eb-8cbd-5cb901ddeae0"
